"","year","month","day","trt","tariff","stimulus","kwh_mean","kwh_sd","n"
"400",2010,8,17,0,"E","E",10.0249648648649,6.35025216687568,925
"401",2010,8,18,0,"E","E",10.0453268398268,6.21229556824981,924
"402",2010,8,19,0,"E","E",10.2940237837838,6.38454105200836,925
"403",2010,8,20,0,"E","E",9.92846594594595,6.23639862246877,925
"404",2010,8,21,0,"E","E",10.7577010810811,6.89298821997807,925
"405",2010,8,22,0,"E","E",10.5297951351351,6.59185469617012,925
"406",2010,8,23,0,"E","E",10.3722454054054,6.31722428529901,925
"407",2010,8,24,0,"E","E",10.2868246753247,6.55752468725363,924
"408",2010,8,25,0,"E","E",10.2847751351351,6.34784096631984,925
"409",2010,8,26,0,"E","E",9.99881547619048,6.35392997439296,924
"410",2010,8,27,0,"E","E",10.0656058315335,6.44426900596336,926
"411",2010,8,28,0,"E","E",10.803,7.23919706695725,925
"412",2010,8,29,0,"E","E",10.8610972972973,7.06470699307413,925
"413",2010,8,30,0,"E","E",10.2126352813853,6.3393180127547,924
"414",2010,8,31,0,"E","E",10.2087486457205,6.35543718807853,923
"415",2010,9,1,0,"E","E",10.0578737811484,6.25645440651734,923
"416",2010,9,2,0,"E","E",9.92036742424242,5.99145534061649,924
"417",2010,9,3,0,"E","E",9.98987554112554,5.88354867366009,924
"418",2010,9,4,0,"E","E",10.9250372972973,6.94061032811177,925
"419",2010,9,5,0,"E","E",11.5492694805195,7.49032980055069,924
"420",2010,9,6,0,"E","E",10.8226542207792,6.6498048084953,924
"421",2010,9,7,0,"E","E",10.511547027027,6.74777001397325,925
"422",2010,9,8,0,"E","E",10.3938691891892,6.49908935842726,925
"423",2010,9,9,0,"E","E",10.3536271645022,6.33291907235836,924
"424",2010,9,10,0,"E","E",10.2732348484848,6.31146864426141,924
"425",2010,9,11,0,"E","E",11.1430643939394,7.02075290045063,924
"426",2010,9,12,0,"E","E",11.4992589189189,7.72692987768584,925
"427",2010,9,13,0,"E","E",10.7291608884074,6.75447706733899,923
"428",2010,9,14,0,"E","E",10.7563192640693,6.62230806057055,924
"429",2010,9,15,0,"E","E",10.5263162162162,6.50556711067951,925
"430",2010,9,16,0,"E","E",10.4480356756757,6.32471146997075,925
"431",2010,9,17,0,"E","E",10.4137454054054,6.51861987730181,925
"432",2010,9,18,0,"E","E",11.6507716450216,7.85398873387038,924
"433",2010,9,19,0,"E","E",11.8555260021668,7.91172747177997,923
"434",2010,9,20,0,"E","E",10.6730362554113,6.66490259203027,924
"435",2010,9,21,0,"E","E",10.5693972972973,6.6735078251113,925
"436",2010,9,22,0,"E","E",10.4250891891892,6.49840356564128,925
"437",2010,9,23,0,"E","E",10.4566194594595,6.42305759065139,925
"438",2010,9,24,0,"E","E",10.2493920086393,6.30543050785641,926
"439",2010,9,25,0,"E","E",11.2215913513514,7.20871378030612,925
"440",2010,9,26,0,"E","E",11.4142278138528,7.58396981177758,924
"441",2010,9,27,0,"E","E",10.5396884449244,6.30399706997346,926
"442",2010,9,28,0,"E","E",10.6600080993521,6.37056878466943,926
"443",2010,9,29,0,"E","E",10.421430420712,6.25652811857784,927
"444",2010,9,30,0,"E","E",10.5954324324324,6.35656386151908,925
"445",2010,10,1,0,"E","E",10.2978935135135,6.35285096878241,925
"446",2010,10,2,0,"E","E",11.6183562162162,7.15513758791003,925
"447",2010,10,3,0,"E","E",11.4568783783784,7.29228994324932,925
"448",2010,10,4,0,"E","E",10.7652956756757,6.57837567911948,925
"449",2010,10,5,0,"E","E",10.5006664864865,6.38713374559802,925
"450",2010,10,6,0,"E","E",10.4196751351351,6.30273552259488,925
"451",2010,10,7,0,"E","E",10.3882086486486,6.10973097229503,925
"452",2010,10,8,0,"E","E",10.6649605405405,6.72108146891608,925
"453",2010,10,9,0,"E","E",11.5457958963283,7.38905053004741,926
"454",2010,10,10,0,"E","E",11.6903989189189,7.5880741984319,925
"455",2010,10,11,0,"E","E",10.4219037837838,6.34733598185018,925
"456",2010,10,12,0,"E","E",10.7347288961039,6.61289996882292,924
"457",2010,10,13,0,"E","E",11.0818967567568,6.81642895074642,925
"458",2010,10,14,0,"E","E",10.9085805405405,6.78577030664103,925
"459",2010,10,15,0,"E","E",10.5646459459459,6.61571888338195,925
"460",2010,10,16,0,"E","E",11.3607278138528,7.19727478078281,924
"461",2010,10,17,0,"E","E",11.9380027056277,7.49142710489647,924
"462",2010,10,18,0,"E","E",11.1387486486486,6.91882238444996,925
"463",2010,10,19,0,"E","E",11.1502508125677,7.01050850940201,923
"464",2010,10,20,0,"E","E",10.9354015151515,6.66201191923784,924
"465",2010,10,21,0,"E","E",11.1535227272727,7.02655842304792,924
"466",2010,10,22,0,"E","E",11.2484101731602,7.18715719785799,924
"467",2010,10,23,0,"E","E",11.8846785714286,7.95511069812558,924
"468",2010,10,24,0,"E","E",12.0382546045504,8.22681331986188,923
"469",2010,10,25,0,"E","E",12.1231075675676,8.01260656080899,925
"470",2010,10,26,0,"E","E",11.709352972973,7.3272030397572,925
"471",2010,10,27,0,"E","E",11.5498475675676,7.25313833746688,925
"472",2010,10,28,0,"E","E",11.5278718918919,7.33527234483563,925
"473",2010,10,29,0,"E","E",11.6854908108108,7.39692484192378,925
"474",2010,10,30,0,"E","E",12.025588012959,7.87480542562383,926
"475",2010,10,31,0,"E","E",13.0663858225108,8.34815410885185,924
"476",2010,11,1,0,"E","E",12.1210654761905,7.66175828923446,924
"477",2010,11,2,0,"E","E",12.1355449134199,7.8797036113413,924
"478",2010,11,3,0,"E","E",11.9377456709957,7.47751156454986,924
"479",2010,11,4,0,"E","E",11.5616235102925,7.08233447803807,923
"480",2010,11,5,0,"E","E",11.6234274106176,7.23732236558984,923
"481",2010,11,6,0,"E","E",12.8510742950108,8.31183299948029,922
"482",2010,11,7,0,"E","E",13.4467377850163,8.90713111763028,921
"483",2010,11,8,0,"E","E",12.1996906825569,7.59629701024326,923
"484",2010,11,9,0,"E","E",12.3526879739978,7.67502595314078,923
"485",2010,11,10,0,"E","E",12.1494068255688,7.67164437404587,923
"486",2010,11,11,0,"E","E",12.0828613217768,7.6265446058131,923
"487",2010,11,12,0,"E","E",12.1294160346696,7.85387290070277,923
"488",2010,11,13,0,"E","E",13.310308982684,8.84428378607076,924
"489",2010,11,14,0,"E","E",13.5150390455531,8.85328972464632,922
"490",2010,11,15,0,"E","E",12.5579576547231,7.89495990482209,921
"491",2010,11,16,0,"E","E",12.708315276273,8.18308127241232,923
"492",2010,11,17,0,"E","E",12.3586285249458,7.83912356418982,922
"493",2010,11,18,0,"E","E",12.0361095444685,7.51190633450871,922
"494",2010,11,19,0,"E","E",11.9587364425163,7.49549430495617,922
"495",2010,11,20,0,"E","E",13.1665477223427,8.87894288123726,922
"496",2010,11,21,0,"E","E",13.4128241341991,8.77631515214094,924
"497",2010,11,22,0,"E","E",12.8723374864572,8.34200770040167,923
"498",2010,11,23,0,"E","E",12.546244312026,8.16045451933959,923
"499",2010,11,24,0,"E","E",12.6485980498375,8.28814899042613,923
"500",2010,11,25,0,"E","E",12.6095314533623,8.44841726001595,922
"501",2010,11,26,0,"E","E",12.6371908893709,8.26956010439486,922
"502",2010,11,27,0,"E","E",14.2803405639913,9.73184532013484,922
"503",2010,11,28,0,"E","E",15.0892315618221,10.3001839122819,922
"504",2010,11,29,0,"E","E",14.152579631636,9.5833019466151,923
"505",2010,11,30,0,"E","E",14.7301603466956,9.70045873167631,923
"506",2010,12,1,0,"E","E",14.7845027114967,9.65501977838484,922
"507",2010,12,2,0,"E","E",14.9543693058568,9.92718821210669,922
"508",2010,12,3,0,"E","E",15.1645303687636,9.8044749305669,922
"509",2010,12,4,0,"E","E",15.1487245575221,10.1117807504733,904
"510",2010,12,5,0,"E","E",15.5267476905312,10.1873405069891,866
"511",2010,12,6,0,"E","E",14.8706338028169,10.2224607216018,923
"512",2010,12,7,0,"E","E",15.0254582429501,10.0972543184839,922
"513",2010,12,8,0,"E","E",14.7098562906725,9.66173078104287,922
"514",2010,12,9,0,"E","E",14.2968055254605,9.55050607904526,923
"515",2010,12,10,0,"E","E",13.5941688382193,9.45837235736354,921
"516",2010,12,11,0,"E","E",14.0459006514658,9.48362966629634,921
"517",2010,12,12,0,"E","E",14.8444095341278,9.85139625751373,923
"518",2010,12,13,0,"E","E",13.9948680781759,9.18396874143848,921
"519",2010,12,14,0,"E","E",13.8256319218241,9.24164161834201,921
"520",2010,12,15,0,"E","E",13.7401885157096,9.15790406815782,923
"521",2010,12,16,0,"E","E",13.656437567861,9.1716469023728,921
"522",2010,12,17,0,"E","E",14.6306621475054,9.89444495013971,922
"523",2010,12,18,0,"E","E",15.8612274701412,10.9902431247386,921
"524",2010,12,19,0,"E","E",16.4114630836048,11.0871803949693,921
"525",2010,12,20,0,"E","E",16.0416002166847,11.2027692833769,923
"526",2010,12,21,0,"E","E",17.379375813449,12.3240837702811,922
"527",2010,12,22,0,"E","E",17.2401883116883,12.4539002744207,924
"528",2010,12,23,0,"E","E",17.9427611777535,13.2239715736159,917
"529",2010,12,24,0,"E","E",20.1001923076923,14.6634006329228,923
"530",2010,12,25,0,"E","E",21.3195412147505,16.9659066972137,922
"531",2010,12,26,0,"E","E",17.8641921824104,13.6720352331026,921
"532",2010,12,27,0,"E","E",15.9540206073753,10.7016565450371,922
"533",2010,12,28,0,"E","E",15.0208232104121,10.230010503086,922
"534",2010,12,29,0,"E","E",14.5236277056277,10.110324795053,924
"535",2010,12,30,0,"E","E",14.1378945945946,9.98222646497377,925
"536",2010,12,31,0,"E","E",14.7104121475054,10.1195335307998,922
